transcript_id	cds_start	cds_end	transcript_length	genomic_cds_starts	genomic_cds_ends
"""ENSDART00000171332"""	469	6064	5595	58602149,58602693,58602941,58605206	58602151,58602860,58603286,58606218
"""ENSDART00000171333"""	6	20454	20448	152063,156997,157273,158153,159457,159671,161879,161999,163593,164599,164772,164938,165647,165803,166022,166251,166472,167075,168018,170085	152173,157129,157453,158483,159597,159782,161913,162155,163741,164673,164860,165064,165720,165939,166104,166400,166633,167142,168079,170119
"""ENSDART00000171335"""	3	27427	27424	23790,24069,24446,24695,25026,25217,27140,27518,27783,29765,31273,31865,32125,33355,34247,34576,35308,37048,37339,37603,37767,38085,38275,40572,47712,47980	23870,24208,24605,24844,25126,25351,27283,27685,27888,29992,31381,32043,32271,33441,34408,34786,35380,37223,37417,37657,37897,38175,38385,40628,47777,48036
"""ENSDART00000171336"""	2712	50988	48276	16786296,16787962,16788945,16789198,16790377,16792662,16793179,16798091,16802427,16805608,16805952,16809499,16811569,16832655	16786567,16788122,16789074,16789258,16790549,16792743,16793317,16798231,16802563,16805771,16806093,16809642,16811652,16832705
"""ENSDART00000171338"""	187	27072	26885	18569640,18571411,18571574,18572495,18572618,18573596,18573869,18578001,18578331,18581851,18582059,18584748,18585011,18585352,18587700,18588502,18588800,18589053,18592134,18594451	18569676,18571469,18571655,18572538,18572671,18573648,18573977,18578102,18578429,18581959,18582179,18584832,18585156,18585452,18587830,18588585,18588922,18589255,18592256,18594565
"""ENSDART00000171340"""	165	53128	52963	37312745,37320477,37322639,37326795,37327043,37330413,37333301,37335643,37335878,37336044,37338058,37339604,37342408,37342674,37344766,37347299,37350398,37352964,37353310,37355487,37358583,37359507,37361213	37312888,37320545,37322878,37326964,37327210,37330644,37333425,37335790,37335952,37336121,37338176,37339840,37342540,37342817,37345032,37347512,37350622,37353162,37353496,37355723,37359426,37359588,37361303
"""ENSDART00000171342"""	870	4340	3470	39238638,39240800,39241482	39238778,39240946,39241652
"""ENSDART00000171343"""	7938	15371	7433	8264512,8265348,8265577,8268221	8264571,8265416,8265630,8269993
"""ENSDART00000171344"""	0	1022	1022	36214831,36215288	36215186,36215393
"""ENSDART00000171347"""	15	1621	1606	14343460,14344617,14344880	14343521,14344742,14344880
"""ENSDART00000171349"""	0	12076	12076	38547203,38551481,38553709,38557073,38558666	38547278,38551632,38553818,38557273,38558705
"""ENSDART00000171350"""	87	7357	7270	53152195,53153200,53153791,53154291,53154569,53154946,53155715,53157678,53157969	53152239,53153314,53154038,53154431,53154724,53155090,53155890,53157869,53158112
"""ENSDART00000171351"""	3	12748	12745	36934566,36936410,36937479,36939958,36941694,36941949,36943698,36944167,36944421,36945156,36945688	36934771,36936468,36937642,36940116,36941837,36942092,36943814,36944337,36944504,36945404,36945756
"""ENSDART00000171352"""	868	21797	20929	41349837,41354683,41369156	41350120,41355388,41369467
"""ENSDART00000171356"""	0	748	748	36308826,36309192	36309118,36309237
"""ENSDART00000171357"""	1563	34792	33229	35363287,35364468,35364668,35366411,35366670,35367695,35369698,35369913,35371573,35373980,35374159,35374313,35376873,35382955,35383142,35386258,35386572,35389050,35389258,35393160,35393330,35393571,35393944	35363419,35364576,35364780,35366458,35366738,35367786,35369823,35370044,35371641,35374037,35374215,35374492,35377005,35383051,35383260,35386456,35386644,35389144,35389329,35393252,35393488,35393722,35394052
"""ENSDART00000171359"""	892	85827	84935	7045518,7048239,7056579,7058194,7067050,7067458,7081072,7085644,7099158,7128250	7045610,7048340,7056658,7058285,7067203,7067514,7081222,7085771,7099308,7128852
"""ENSDART00000171362"""	1726	7464	5738	9868,11830,12092,12300,12680,14418	10004,11980,12187,12578,12813,14616
"""ENSDART00000171367"""	3	7314	7311	43905330,43908249,43911444	43905370,43909370,43911462
"""ENSDART00000171368"""	3653	12701	9048	6960349,6960598,6962939,6967832	6960520,6960706,6963115,6968387
"""ENSDART00000171371"""	748	61482	60734	35788621,35791377,35796057,35796827,35798875,35799128,35801213,35801358,35802929,35803093,35806540,35806948,35808181,35808360,35808860,35811283,35811797,35813450,35814696,35815059,35816075,35818201,35820893,35821535,35824086,35826667,35844740	35788638,35791556,35796163,35796949,35799034,35799244,35801283,35801546,35803009,35803193,35806641,35807050,35808259,35808438,35808993,35811444,35811946,35813719,35814779,35815158,35816191,35818358,35821045,35821792,35825410,35826842,35844762
"""ENSDART00000171374"""	0	20319	20319	515181,518979,519581,520099,520867,521594,523962,526220,526614,527928,528953,529651,533030	515249,519157,519707,520224,520956,521786,524113,526329,526747,527998,529031,529772,533545
"""ENSDART00000171375"""	1377	1963	586	46255310	46255603
"""ENSDART00000171377"""	108	1047	939	28209081,28209402,28209574,28209707	28209089,28209464,28209639,28209796
"""ENSDART00000171378"""	1830	15891	14061	2567263,2568716,2571346,2572965,2574958,2577431,2577696,2578614,2579967	2567397,2568911,2571581,2573045,2575085,2577604,2577768,2578773,2580058
"""ENSDART00000171379"""	0	884	884	47526213,47526515	47526351,47526737
"""ENSDART00000171380"""	0	15234	15234	42004640,42005517,42006752,42007562,42007805,42008513,42008850,42009850,42011424,42012135,42013796,42015966,42018141	42004761,42005632,42006873,42007684,42007992,42008723,42008957,42009918,42011538,42012262,42013890,42016115,42018240
"""ENSDART00000171384"""	56	81635	81579	19846035,19925264	19846357,19926278
"""ENSDART00000171386"""	22	6268	6246	450980,455721	451103,456412
"""ENSDART00000171388"""	35	6844	6809	33382067,33382686,33382868,33383161,33383693,33384459,33386996	33382147,33382774,33383044,33383539,33383838,33385256,33387104
"""ENSDART00000171389"""	0	13445	13445	42060967,42061794,42062906,42063626,42067949,42068447,42071167,42071571,42072224,42072838	42061522,42061909,42063064,42063691,42068056,42068593,42071309,42071677,42072308,42072886
"""ENSDART00000171391"""	42	3176	3134	7822815,7824504,7824918	7822879,7824831,7825238
"""ENSDART00000171392"""	154	13406	13252	36695801,36699064,36699220,36702144,36704787,36705624,36706191,36708376	36695870,36699122,36699273,36702249,36704898,36705717,36706257,36708437
"""ENSDART00000171393"""	6642	66970	60328	42878473,42878869,42886225,42888098,42891668,42910122,42910318,42913608,42913862,42916688,42919611,42922336,42922655,42922903,42923113,42925033,42930478,42932289,42932412,42936254,42936404	42878579,42879019,42886346,42888247,42891772,42910200,42910453,42913775,42913976,42916739,42919783,42922411,42922816,42923034,42923180,42925160,42930563,42932337,42932515,42936303,42936506
"""ENSDART00000171397"""	321	25598	25277	21356821,21367921,21371132,21375291,21376378,21379306,21381185	21356896,21368081,21371233,21375347,21376470,21379491,21381307
"""ENSDART00000171401"""	272	7740	7468	24296311	24300045
"""ENSDART00000171402"""	386	19779	19393	2204331,2205206,2208433,2210558,2211056,2213279,2214823,2215547,2216281,2219117,2219930,2222014	2204474,2205386,2208646,2210622,2211267,2213330,2214963,2215677,2216385,2219234,2220059,2222128
"""ENSDART00000171408"""	0	249457	249457	11456696,11461261,11469352,11487514,11496082,11497478,11507726,11508721,11521072,11527734,11531551,11532053,11538521,11538715,11540363,11564108,11632577,11636518,11639198,11672800,11702817	11456819,11461392,11469445,11487551,11496290,11497646,11507790,11508837,11521451,11527817,11531643,11532201,11538608,11538844,11540516,11564288,11632706,11636649,11639374,11672963,11703090
"""ENSDART00000171409"""	0	7078	7078	37830852,37831040,37831761,37833131,37833294,37833668,37834418,37834669,37836979	37830957,37831110,37831855,37833204,37833375,37833755,37834567,37834807,37837056
"""ENSDART00000171410"""	48	8155	8107	69,474,1479,3122,3274,7036,7182,7352,7527	139,508,1514,3167,3322,7113,7263,7429,7618
"""ENSDART00000171412"""	419	23799	23380	57521,61068,61243,61624,61849,62449,63042,65821,67367,68141,70307,71295,75878	60973,61160,61347,61707,61999,62642,63180,65999,67539,68238,70461,71441,75910
"""ENSDART00000171414"""	3433	18037	14604	73714660,73718144,73727842	73715768,73718290,73727926
"""ENSDART00000171416"""	0	2899	2899	44260085,44260399,44260610,44261158,44261625,44261934	44260201,44260496,44260660,44261539,44261801,44262049
"""ENSDART00000171417"""	0	4704	4704	2269346,2273139	2270047,2273244
"""ENSDART00000171426"""	0	9674	9674	5645887,5650804,5651875,5655010	5645925,5650990,5652010,5655106
"""ENSDART00000171427"""	0	5113	5113	946719,946914,948634,950427,950584,950969	946780,947017,948756,950508,950782,951118
"""ENSDART00000171428"""	0	14263	14263	41835660,41837646,41839283,41840095,41843560,41845965,41846296	41837506,41837816,41839456,41840268,41843733,41846011,41846819
"""ENSDART00000171431"""	0	5654	5654	41199409	41202236
"""ENSDART00000171432"""	1799	104453	102654	7972900,7974030,7974933,7977928,8073870	7973003,7974332,7975226,7978230,8074212
"""ENSDART00000171433"""	121	4127	4006	26357520,26357818,26357931,26358079,26359141,26359369,26360552,26360842	26357527,26357821,26357966,26358120,26359272,26359458,26360734,26360940
"""ENSDART00000171434"""	179	13780	13601	73398812,73399563,73411003	73399478,73400139,73411087
"""ENSDART00000171439"""	0	946	946	33864502	33864975
"""ENSDART00000171440"""	0	10793	10793	233271,236968,237166,238437,239931,243033	233455,237058,237260,238638,240059,243200
"""ENSDART00000171441"""	281	5978	5697	55644496,55648412	55644637,55649232
"""ENSDART00000171442"""	0	66996	66996	25103959,25104434,25125448,25139967,25140900,25155703,25156958,25157213,25157299,25167061,25167292,25167529,25167619,25168206	25104385,25105185,25125641,25140117,25141119,25155856,25156995,25157283,25157409,25167164,25167507,25167561,25167735,25168293
"""ENSDART00000171444"""	151	4292	4141	82070,82275,82450,82660,82827,82974,83267,83724,84025,84676,84867	82086,82368,82584,82756,82903,83178,83418,83921,84123,84755,84967
"""ENSDART00000171446"""	238	22243	22005	7954378,7954969,7955161,7956357,7956626,7956868,7957611,7959723,7959881,7963932,7965827,7965990,7966345,7969352,7969481,7971111,7971263,7971757,7974011,7974195	7954506,7955038,7955269,7956491,7956791,7956933,7957691,7959781,7959976,7964079,7965874,7966129,7966470,7969389,7969547,7971183,7971337,7971784,7974071,7974441
"""ENSDART00000171447"""	0	96	96	36088431	36088479
"""ENSDART00000171450"""	195	9062	8867	18597860,18599669,18606273	18597985,18599780,18606382
"""ENSDART00000171451"""	94	3647	3553	12994007,12997068,12997274	12994182,12997141,12997293
"""ENSDART00000171452"""	365	3204	2839	45149720,45151788	45149899,45152084
"""ENSDART00000171454"""	4589	15331	10742	32136157,32138021,32138299,32138701,32140278,32144239	32136610,32138170,32138393,32138816,32142009,32144298
"""ENSDART00000171457"""	5871	6293	422	9516742	9516953
"""ENSDART00000171458"""	17	2552	2535	60314291,60314903,60315596,60315977	60314826,60314949,60315706,60316056
"""ENSDART00000171459"""	53	13833	13780	42454345,42457878,42459520,42459806,42460838,42461097,42463187,42464504,42466453	42454539,42458031,42459672,42459966,42461011,42461238,42463371,42464645,42466640
"""ENSDART00000171460"""	0	47461	47461	12504462,12516368,12527856,12529155,12538074,12538939,12540464,12542321,12542521,12550309,12550602	12504503,12516598,12527912,12529263,12538231,12539124,12540609,12542438,12542583,12550457,12550638
"""ENSDART00000171461"""	27	47921	47894	13745578,13747632,13747860,13749189,13749363,13750689,13753828,13754011,13754335,13759457,13759696,13760751,13762708,13762984,13763214,13763497,13763749,13765999,13767282,13767540,13768288,13768529,13769323,13771013,13773916,13774229,13774377,13775152,13775419,13775610,13775808,13776759,13777724,13777952,13778206,13780075,13780256,13780456,13781861,13782074,13782347,13786260,13787447	13745790,13747774,13748019,13749272,13749500,13750877,13753903,13754198,13754514,13759577,13759869,13760917,13762901,13763119,13763417,13763646,13763874,13766096,13767414,13767734,13768416,13768642,13769497,13771152,13774041,13774286,13774471,13775337,13775511,13775720,13775906,13776908,13777852,13778116,13778295,13780179,13780369,13780559,13781993,13782245,13782553,13786450,13787503
"""ENSDART00000171463"""	82	29806	29724	53641339,53641998,53644807,53648800,53649372,53655430,53656170,53660087,53664421,53669492	53641875,53642107,53644893,53648994,53649539,53655509,53656279,53660131,53664560,53669546
"""ENSDART00000171465"""	1613	11858	10245	68906659,68907130,68911935,68916237	68906664,68907273,68912018,68916455
"""ENSDART00000171468"""	1770	3784	2014	36239751	36240758
"""ENSDART00000171470"""	3	1420	1417	12251843,12252194,12252378,12252679	12251932,12252269,12252477,12252838
"""ENSDART00000171476"""	2960	159716	156756	46462077,46467716,46470530,46475468,46475646,46475787,46478051,46480187,46480349,46483847,46484043,46489825,46492030,46494699,46494901,46498365,46499170,46500739,46501066,46503561,46503721,46506774,46540227,46550722,46616041	46462143,46467739,46470645,46475557,46475714,46475867,46478104,46480204,46480441,46483918,46484189,46489909,46492133,46494822,46495053,46498524,46499233,46500813,46501283,46503650,46503784,46506894,46540432,46550780,46616272
"""ENSDART00000171477"""	257	25248	24991	3185012,3191983,3194049,3194205,3197088,3199214,3209173	3185242,3192102,3194120,3194308,3197141,3199282,3209266
"""ENSDART00000171479"""	2838	22896	20058	21473099,21478337,21485800,21492252	21473325,21478474,21485874,21492486
"""ENSDART00000171483"""	0	801	801	36306186,36306585	36306510,36306624
"""ENSDART00000171484"""	26969	52265	25296	41792913,41801470,41807051,41808182,41812085,41816897	41793122,41801907,41807113,41808383,41812114,41817084
"""ENSDART00000171487"""	1899	8160	6261	2633464,2633594,2639424	2633514,2633695,2639499
"""ENSDART00000171489"""	3	1778	1775	27434879,27435148,27435458,27436257	27434992,27435208,27435558,27436319
"""ENSDART00000171490"""	0	15207	15207	53707240,53715484,53719230	53709642,53715679,53719540
"""ENSDART00000171491"""	1981	14887	12906	24316129,24322902,24327268,24328417	24316456,24322984,24327475,24328418
"""ENSDART00000171493"""	3	9592	9589	65105169,65106759,65106985,65107194,65110897,65111113,65113826	65105335,65106897,65107089,65107287,65111025,65111230,65113919
"""ENSDART00000171494"""	1140	99575	98435	42931493,42932685,42932879,42933758,42935325,42939021,42941728,42941892,42943102,42943233,42945937,42949659,42964810,42992796,42992969,42998129,43028840	42931519,42932783,42932907,42933836,42935395,42939075,42941763,42941937,42943157,42943303,42945991,42949718,42964899,42992880,42993030,42998201,43028895
"""ENSDART00000171495"""	55950	94126	38176	2893513,2902966,2916616,2922724,2926703,2930881	2893582,2903046,2916741,2922866,2926877,2930990
"""ENSDART00000171496"""	51965	141742	89777	38332419,38375845,38379563,38381391,38383680,38387938,38389844,38392842,38393173,38399228,38400726,38402659,38412754,38412982,38420785	38332536,38375972,38379688,38381447,38383794,38388032,38389906,38392965,38393293,38399325,38400831,38402701,38412844,38413059,38420816
"""ENSDART00000171497"""	0	1667	1667	59090972,59091252,59091433,59091670	59091172,59091348,59091600,59091923
"""ENSDART00000171499"""	0	24610	24610	21677058,21686821,21699148	21679505,21686840,21699175
"""ENSDART00000171501"""	73	3040	2967	156215,157338,157719,157896,158359	156434,157499,157800,158000,158488
"""ENSDART00000171504"""	18518	23866	5348	36813743,36817271,36818573	36813955,36817369,36818677
"""ENSDART00000171507"""	0	6673	6673	4900981,4903854,4904231,4904446,4906769	4901197,4904150,4904349,4904499,4906870
"""ENSDART00000171509"""	0	14147	14147	549,1209,1799,2082,3011,4710,7024,8009,11069,12270,12465,13305	666,1409,1981,2107,3108,4772,7141,8122,11135,12337,12536,13442
"""ENSDART00000171512"""	0	5790	5790	71820309,71822549,71823743	71820393,71822935,71824686
"""ENSDART00000171513"""	4995	11235	6240	73515818,73519146	73515860,73520581
"""ENSDART00000171516"""	3	7118	7115	31965350,31966389,31967961,31968342,31969241,31969767	31966242,31966512,31968191,31969160,31969532,31969939
"""ENSDART00000171520"""	714	3887	3173	31169411,31171594,31172156	31169551,31171704,31172245
"""ENSDART00000171521"""	5743	63410	57667	11206839,11209593,11209846,11214516,11214919,11219230,11219406,11221822,11222074,11222356,11225277,11233517,11236880,11239820,11240910,11243310,11243571,11244337,11247942,11248135,11248264,11251243,11251493,11251649,11251802,11253915,11255382,11255575,11256794,11258033,11258176,11258484,11259947	11206918,11209685,11209981,11214670,11215011,11219318,11219447,11221983,11222235,11222497,11225470,11233691,11237001,11240007,11241036,11243488,11243685,11244496,11248048,11248179,11248400,11251387,11251552,11251716,11251915,11254002,11255420,11255680,11256957,11258069,11258198,11258539,11260441
"""ENSDART00000171523"""	194	3246	3052	41916072	41917598
"""ENSDART00000171524"""	3	9284	9281	43606864,43608088,43609230,43610364,43611532,43613391	43607387,43608134,43609403,43610537,43613305,43613424
"""ENSDART00000171525"""	7680	42279	34599	4928131,4935657,4944848,4946803,4949812,4952642,4953880,4954448,4957057,4960097	4928184,4935901,4945322,4946971,4950732,4952787,4954073,4954511,4957214,4960205
"""ENSDART00000171526"""	0	19913	19913	47502581,47506308,47506611,47508748,47509000,47510893,47515920,47518799,47519034,47521167,47521426	47502652,47506396,47506740,47508894,47509059,47511013,47516012,47518850,47519183,47521248,47521467
"""ENSDART00000171527"""	0	157198	157198	38554260,38556328,38606881,38608303,38617649,38653143,38675947,38686785,38689096,38695293,38698877,38699385,38699587,38702813,38708656,38708908	38554305,38556449,38607175,38608422,38617816,38653303,38676008,38687018,38689232,38695414,38699001,38699535,38699680,38702977,38708874,38709080
"""ENSDART00000171528"""	531	16420	15889	5784743,5786067,5787166,5787305,5789342,5790687,5795343,5796810,5797833,5798014,5798358,5799061	5784798,5786171,5787223,5787506,5789463,5790940,5795415,5796906,5797918,5798251,5798476,5799147
"""ENSDART00000171531"""	3	27604	27601	57402376,57402531,57403741,57403937,57405495,57408477,57409666,57410341,57412314,57416774,57417214,57423015,57424318,57424694	57402435,57403646,57403836,57404047,57405754,57408546,57409931,57410365,57412457,57416922,57417336,57423253,57424604,57425869
"""ENSDART00000171537"""	3	25209	25206	18718670,18719765,18720732,18720966,18724336,18725129,18725820,18726446,18728416,18728682,18731269,18733401,18733682,18733943,18734103,18734301,18736292,18737300	18719045,18719904,18720805,18721181,18724485,18725317,18725984,18726599,18728499,18728801,18731415,18733547,18733827,18734000,18734180,18734458,18736498,18739292
"""ENSDART00000171539"""	258	2302	2044	61996003	61997025
"""ENSDART00000171543"""	84	17068	16984	40656594,40656703,40656926,40657118,40657310,40657692,40657981,40658379,40658586,40658847,40659143,40659433,40659633,40659843,40660338,40660521,40660792,40661047,40661386,40661725,40662080,40662386,40662560,40662955,40663211,40663449,40663651,40664185,40664371,40664573,40665205,40665406,40665591,40665704,40665949,40667600	40656611,40656837,40657021,40657222,40657606,40657895,40658289,40658503,40658751,40659030,40659339,40659551,40659759,40660232,40660428,40660666,40660968,40661289,40661641,40661985,40662285,40662462,40662869,40663125,40663360,40663567,40663789,40664288,40664469,40664636,40665297,40665511,40665618,40665860,40666092,40667800
"""ENSDART00000171545"""	3173	9740	6567	77222138,77227438	77223015,77227633
"""ENSDART00000171547"""	512	4858	4346	39825,40319,40797,42215,42479,43288	40061,40439,40837,42256,42701,43400
"""ENSDART00000171552"""	3	2922	2919	59128188,59128514,59129906,59130073,59130378	59128441,59128681,59130002,59130276,59130383
"""ENSDART00000171555"""	0	3767	3767	1615691,1616322,1619171	1615766,1616416,1619230
"""ENSDART00000171557"""	3187	88832	85645	39389412,39428419,39428679,39434079,39436031,39440486,39440795,39447659,39450885,39451136,39461240,39462778,39462930,39463498,39463692,39468359,39473513	39389444,39428499,39428846,39434174,39436075,39440581,39440873,39447728,39450980,39451196,39461320,39462846,39463034,39463579,39463763,39468430,39473640
"""ENSDART00000171558"""	1015	4182	3167	4284029,4284300	4284033,4285746
"""ENSDART00000171559"""	34	11707	11673	2493828,2495450,2498819,2501992,2504357,2504566	2493977,2495634,2498867,2502135,2504476,2504712
"""ENSDART00000171560"""	3	9947	9944	25529051,25533150,25538221	25529361,25533374,25538341
"""ENSDART00000171561"""	220	32453	32233	1103378,1104748,1135355	1103428,1104802,1135431
"""ENSDART00000171563"""	4666	23750	19084	46745250,46745856,46747843,46748018,46751150,46753212,46753328,46755189,46759264,46760979,46762882	46745306,46745901,46747944,46748177,46751247,46753247,46753514,46755340,46759404,46761127,46763049
"""ENSDART00000171565"""	512	3798	3286	35406030	35407673
"""ENSDART00000171568"""	4071	30600	26529	7558653,7559643,7560801,7563361,7569085,7570413,7572207,7574083,7577707,7580091,7583171	7558781,7559780,7560905,7563576,7569237,7570530,7572447,7574208,7577873,7580214,7583423
"""ENSDART00000171569"""	136	9282	9146	62452671,62460532	62453788,62460616
"""ENSDART00000171570"""	0	10547	10547	21215179,21216809,21217293,21217902,21219009,21219480,21219686,21221848,21222716,21222935,21224291	21215239,21217031,21217470,21218010,21219110,21219572,21219853,21221937,21222824,21223090,21224369
"""ENSDART00000171574"""	1534	14310	12776	2181772,2182015,2186594,2189932,2193506	2181945,2182106,2186941,2190291,2193542
"""ENSDART00000171577"""	470	27088	26618	24066402,24088062,24092554,24092726	24066491,24088148,24092571,24092777
"""ENSDART00000171579"""	20637	26326	5689	10018055,10021814,10022233	10018987,10021909,10022475
"""ENSDART00000171581"""	0	2126	2126	14743640,14745624	14743710,14745660
"""ENSDART00000171583"""	3	50398	50395	40093087,40094361,40095615,40095736,40097584,40098390,40100952,40102991,40111062,40111919,40120096,40136209,40136437,40141437	40093147,40094520,40095657,40095881,40097752,40098490,40101034,40103127,40111207,40112053,40120252,40136345,40136633,40141630
"""ENSDART00000171586"""	0	79729	79729	8343494,8352002,8388555,8422812	8343661,8352120,8388675,8422815
"""ENSDART00000171589"""	12182	21381	9199	25407772,25410501,25415470,25416298	25407888,25410660,25415648,25416408
"""ENSDART00000171591"""	0	11336	11336	31043002,31045190,31045260,31046821,31047503,31050676,31050955,31051050,31053239	31043101,31045248,31045362,31046901,31047672,31050872,31051023,31051105,31053375
"""ENSDART00000171594"""	55952	163610	107658	23249519,23270085,23310714,23313496,23338494,23346268,23348587,23355472	23249572,23270288,23310848,23313709,23338681,23346394,23348710,23355805
"""ENSDART00000171601"""	3	4819	4816	3367697,3367969,3369730,3372061	3367851,3368046,3369939,3372067
"""ENSDART00000171602"""	4457	6264	1807	37439792,37440063,37441182	37439980,37440256,37441200
"""ENSDART00000171603"""	24	6450	6426	7121966,7122573,7124241,7127085	7121990,7122689,7124370,7127604
"""ENSDART00000171605"""	410	3390	2980	47605939	47607429
"""ENSDART00000171606"""	162	4474	4312	18364338	18366494
"""ENSDART00000171607"""	0	22482	22482	13099541,13102118,13108468,13121359	13099612,13102253,13108554,13121545
"""ENSDART00000171608"""	191	4804	4613	35401734,35405260	35401951,35405695
"""ENSDART00000171610"""	102	2076	1974	19729608,19730410	19730292,19730654
"""ENSDART00000171613"""	0	971	971	36251713,36252254	36252065,36252293
"""ENSDART00000171616"""	3	39336	39333	50416637,50420307,50454788	50417670,50420348,50454842
"""ENSDART00000171617"""	35	2506	2471	37837280,37837509,37838287,37838537,37838822,37838986	37837367,37837543,37838421,37838723,37838906,37839106
"""ENSDART00000171619"""	991	2458	1467	12366766,12366928,12367288	12366837,12366978,12367700
"""ENSDART00000171621"""	203	22450	22247	3499340,3499476,3501555,3509998,3514088,3518450,3520566	3499398,3499533,3501742,3510147,3514258,3518504,3520739
"""ENSDART00000171625"""	100	5722	5622	14304777,14309130	14305046,14309630
"""ENSDART00000171626"""	1751	8327	6576	52348977,52349070,52349235,52351825,52351965,52352506,52354815	52348983,52349147,52349285,52351872,52352167,52352662,52354915
"""ENSDART00000171627"""	0	1924	1924	25085526,25085806,25086428	25085699,25086253,25086629
"""ENSDART00000171628"""	3	22942	22939	16884389,16891014,16897025,16901823,16902062,16903791,16906432	16884533,16891108,16897203,16901978,16902143,16903885,16906507
"""ENSDART00000171629"""	3	10981	10978	284186,284666,285405,286754,287605,289637,289949,290437,291091,291543,292905	284402,284839,285588,287221,287820,289789,290167,290615,291208,291621,293036
"""ENSDART00000171633"""	0	30955	30955	43695229,43695494,43699512,43700866,43701115,43701390,43701623,43703518,43705813,43706080,43706335,43708218,43708424,43708600,43708970,43709101,43711414,43711721,43712016,43714134,43716331,43716823,43717123,43720052	43695375,43695646,43699702,43701035,43701301,43701526,43701797,43703687,43705949,43706257,43706522,43708331,43708513,43708654,43709016,43709179,43711554,43711906,43712321,43714510,43716450,43716907,43717230,43721359
"""ENSDART00000171640"""	0	11845	11845	4147714,4149112,4150988,4151475,4152664,4152871,4153150,4153386,4153970,4154373,4154926,4155253,4155625,4155883,4156267,4156478,4156752,4157022	4147756,4149229,4151091,4151545,4152778,4152998,4153298,4153536,4154120,4154446,4155034,4155386,4155771,4156086,4156400,4156620,4156900,4157237
"""ENSDART00000171642"""	401	73336	72935	14303456,14306050,14311592,14316959,14321251,14321454,14336129,14375384	14303655,14306128,14311681,14317086,14321358,14321614,14336158,14375493
"""ENSDART00000171645"""	0	1707	1707	2359866,2360749	2360576,2360806
"""ENSDART00000171648"""	259	14588	14329	30471068,30471684,30475536,30477788,30484242	30471232,30471779,30475660,30477878,30484583
"""ENSDART00000171652"""	0	982	982	9945,10298,10498	10104,10394,10585
"""ENSDART00000171654"""	0	13018	13018	58990121,58990832,58991079,58991252,58991458,58992075,58992805,58993245,58993494,58993846,58994079,58994422,58997997,58998298,58999005,58999188,58999364,58999727,58999900	58990347,58990975,58991175,58991375,58991619,58992190,58993054,58993396,58993597,58993999,58994182,58994573,58998176,58998443,58999102,58999284,58999544,58999823,59000236
"""ENSDART00000171656"""	415	35712	35297	65124583,65132914,65133312,65136012,65137703,65139459,65139986,65141293,65144612,65150803,65157982	65124749,65133111,65133423,65136183,65137818,65139913,65140062,65141726,65144740,65150842,65157986
"""ENSDART00000171657"""	182	26366	26184	7939398,7964750	7940230,7964750
"""ENSDART00000171661"""	19	818	799	12997660,12997840,12998117	12997753,12997963,12998180
"""ENSDART00000171662"""	0	2975	2975	2032023,2033352	2032077,2034148
"""ENSDART00000171664"""	515	48251	47736	19551726,19556437,19559005,19561786,19562645,19573703,19575492,19576117,19579129,19580881,19581138,19582572,19590378,19591977,19593625,19596938	19551933,19556522,19559156,19561954,19562731,19573917,19575564,19576305,19579368,19581036,19581228,19582690,19590482,19592140,19593727,19597129
"""ENSDART00000171667"""	0	8431	8431	35801213,35801358,35802929,35803093,35806948,35808181,35808360,35808860	35801283,35801546,35803009,35803193,35807050,35808259,35808438,35808904
"""ENSDART00000171670"""	2026	5385	3359	25466906,25468411,25469323	25467000,25468575,25469665
"""ENSDART00000171673"""	0	88277	88277	35253543,35260843,35264892,35265074,35288314,35292939,35299764,35299969,35301910,35304225,35305479,35306069,35308202,35308606,35311706,35313680,35317094,35317795,35321551,35339172	35253580,35260977,35265001,35265178,35288436,35293061,35299889,35300091,35302032,35304362,35305595,35306191,35308432,35308737,35311834,35313808,35317228,35317929,35321682,35339302
"""ENSDART00000171675"""	710	1952	1242	35536085	35536706
"""ENSDART00000171678"""	2069	5727	3658	42094324	42096153
"""ENSDART00000171679"""	296	9271	8975	21115325,21117503,21117742,21120702,21120970,21123287,21123524	21115420,21117665,21117825,21120862,21121065,21123414,21123551
"""ENSDART00000171680"""	75	33132	33057	36046267,36052752,36053154,36053399,36056465,36060477,36060667,36060921,36061151,36062104,36062986,36063165,36063330,36064421,36064920,36065792,36067588,36072377,36072787,36073029,36073556,36075846	36046292,36052783,36053271,36053531,36056636,36060548,36060817,36061056,36061313,36062260,36063056,36063225,36063449,36064838,36065061,36066192,36067932,36072454,36072943,36073199,36073710,36075956
"""ENSDART00000171681"""	0	118	118	36107285	36107344
"""ENSDART00000171682"""	3	89949	89946	35702812,35704313,35704609,35704849,35708642,35708909,35709216,35710790,35712649,35715250,35716099,35727058,35740599,35787720	35702837,35704522,35704753,35708302,35708791,35709030,35709300,35710923,35712736,35715368,35716178,35727199,35740732,35787801
"""ENSDART00000171683"""	0	28378	28378	12174937,12175804,12183488,12183751,12187642,12188080,12194916,12195207,12201675	12175016,12175964,12183555,12183971,12187724,12188217,12195068,12195406,12201947
"""ENSDART00000171684"""	0	6344	6344	48383524,48386255,48386871,48389101	48383738,48386388,48387153,48389170
