transcript_id	cds_start	cds_end	transcript_length
ENST00000274311.3	12479	15074	2595
ENST00000398907.5	3379	119712	116333
ENST00000681203.1	836	129998	129162
ENST00000518572.6	49	18314	18265
ENST00000639595.1	18	13196	13178
ENST00000449565.1	182	6950	6768
ENST00000367278.8	191	128288	128097
ENST00000274327.11	1311	35724	34413
ENST00000681204.1	124	40609	40485
ENST00000398910.5	3379	197053	193674
ENST00000639596.1	251	18736	18485
ENST00000449570.6	215	10138	9923
ENST00000367279.8	1596	13694	12098
ENST00000518573.1	5009	5775	766
ENST00000274341.9	3694	36776	33082
ENST00000681206.1	2150	39561	37411
ENST00000639599.1	1303	11699	10396
ENST00000449571.5	0	1206	1206
ENST00000398911.5	3379	197050	193671
ENST00000563374.5	21664	22977	1313
ENST00000639600.1	112378	251595	139217
ENST00000681207.1	1871	4497	2626
ENST00000274353.10	77	20514	20437
ENST00000367282.6	47	7077	7030
ENST00000449574.7	0	1947	1947
ENST00000398919.6	115	193857	193742
ENST00000274361.3	225	173983	173758
ENST00000639601.1	8270	771546	763276
ENST00000681208.1	2746	50012	47266
ENST00000367283.7	550	5838	5288
ENST00000449575.6	0	140052	140052
ENST00000518574.1	7074	7290	216
ENST00000563375.2	0	4479	4479
ENST00000681209.1	357	8671	8314
ENST00000639602.1	2876	277259	274383
ENST00000274364.11	261	308714	308453
ENST00000398925.5	42521	42887	366
ENST00000367284.10	550	5838	5288
ENST00000449576.6	53	150096	150043
ENST00000518575.5	2092	5987	3895
ENST00000639603.1	0	21504	21504
ENST00000274368.9	90	16796	16706
ENST00000681210.1	138	352395	352257
ENST00000367286.7	15	24884	24869
ENST00000449577.5	0	31885	31885
ENST00000518576.1	2397	15088	12691
ENST00000398927.1	2705	3643	938
ENST00000639605.1	2609	4155	1546
ENST00000563376.5	2589	50827	48238
ENST00000274376.11	569	126113	125544
ENST00000367287.5	24	14555	14531
ENST00000681211.1	0	298	298
ENST00000449583.1	0	16619	16619
ENST00000518577.1	0	16972	16972
ENST00000398928.5	42521	43459	938
ENST00000274382.9	2884	51549	48665
ENST00000639607.1	9331	20034	10703
ENST00000367288.5	1919	51681	49762
ENST00000681213.1	2905	26213	23308
ENST00000518579.5	0	15258	15258
ENST00000449584.5	13357	13667	310
ENST00000639608.1	9158	50031	40873
ENST00000398930.5	26839	29087	2248
ENST00000367294.4	80	17959	17879
ENST00000274400.10	333	28586	28253
ENST00000681214.1	43712	49628	5916
ENST00000518586.5	1242	8822	7580
ENST00000449590.6	5839	27697	21858
ENST00000563378.5	0	3612	3612
ENST00000681216.1	0	24478	24478
ENST00000639612.1	0	22682	22682
ENST00000367295.5	156	84483	84327
ENST00000274432.13	311	25296	24985
ENST00000449591.2	1327	3545	2218
ENST00000518592.5	170431	211790	41359
ENST00000398932.5	27012	29260	2248
ENST00000681218.1	208	4828	4620
ENST00000639617.1	426	9339	8913
ENST00000367296.8	420	177281	176861
ENST00000518597.2	5253	11257	6004
ENST00000449592.7	144	63972	63828
ENST00000274456.6	215	125248	125033
ENST00000398934.5	26842	29090	2248
ENST00000563383.1	92	11758	11666
ENST00000681219.1	143	1352	1209
ENST00000639623.1	923	77339	76416
ENST00000367302.5	6577	202463	195886
ENST00000449596.5	56	3264	3208
ENST00000274457.5	3403	24434	21031
ENST00000518599.5	0	47085	47085
ENST00000639628.2	4156	11862	7706
ENST00000681220.1	5471	34270	28799
ENST00000398937.6	495	11805	11310
ENST00000367306.5	1186	13347	12161
ENST00000449599.4	1120	8450	7330
ENST00000274458.9	28	208060	208032
ENST00000518601.6	3668	14256	10588
ENST00000681221.1	1965	24318	22353
ENST00000367307.8	107	34005	33898
ENST00000639629.2	5503	434363	428860
ENST00000449600.1	23654	26339	2685
ENST00000398938.7	42271	44519	2248
ENST00000518606.5	12990	21133	8143
ENST00000274473.6	40450	169852	129402
ENST00000563386.5	83	33658	33575
ENST00000681223.1	8004	35164	27160
ENST00000367308.8	0	61194	61194
ENST00000639631.1	123	695394	695271
ENST00000449606.7	3620	38149	34529
ENST00000518608.5	0	10589	10589
ENST00000274487.9	94	280533	280439
ENST00000398941.6	41	9611	9570
ENST00000681225.1	21	24481	24460
ENST00000367309.1	2448	3208	760
ENST00000518611.5	901	20579	19678
ENST00000639636.2	5487	14608	9121
ENST00000274496.10	2238	12559	10321
ENST00000449609.1	26904	66437	39533
ENST00000367311.5	4128	4888	760
ENST00000681227.1	5238	46100	40862
ENST00000398944.7	222	26761	26539
ENST00000518614.5	5556	28298	22742
ENST00000274498.9	385	454485	454100
ENST00000449610.5	1117	1895	778
ENST00000639639.1	553	22973	22420
ENST00000563387.5	5454	6775	1321
ENST00000367312.5	474	8490	8016
ENST00000518617.5	19354	31703	12349
ENST00000681228.1	72	13689	13617
ENST00000449615.1	0	550	550
ENST00000639642.1	1104	11189	10085
ENST00000398947.1	190	89068	88878
ENST00000274507.6	430	8378	7948
ENST00000367313.4	684	19865	19181
ENST00000518622.5	23679	33177	9498
ENST00000681229.1	90642	152378	61736
ENST00000639662.2	8994	11266	2272
ENST00000274513.9	172	38104	37932
ENST00000449617.5	15373	21289	5916
ENST00000398951.6	229994	275860	45866
ENST00000367317.8	204	15077	14873
ENST00000681230.1	1288	4305	3017
ENST00000639665.1	28909	62470	33561
ENST00000518626.5	26884	44942	18058
ENST00000274520.2	148	3997	3849
ENST00000449622.6	0	58081	58081
ENST00000563389.1	0	7240	7240
ENST00000681231.1	9527	25342	15815
ENST00000398955.2	437	14709	14272
ENST00000639673.3	159	7038	6879
ENST00000274532.7	168	45031	44863
ENST00000367318.10	199	15089	14890
ENST00000449630.5	0	2159	2159
ENST00000681232.1	128	9384	9256
ENST00000639680.1	0	1595	1595
ENST00000398956.2	0	93153	93153
ENST00000274542.6	1264	52452	51188
ENST00000367320.6	189	14981	14792
ENST00000449635.5	0	12529	12529
ENST00000681235.1	20550	26569	6019
ENST00000639681.1	103901	117550	13649
ENST00000563390.5	56	6543	6487
ENST00000518630.5	0	12391	12391
ENST00000274545.10	269	17399	17130
ENST00000449636.6	1081	6302	5221
ENST00000367321.8	121	229758	229637
ENST00000398958.6	23924	33315	9391
ENST00000681237.1	35590	49440	13850
ENST00000639683.1	584	87232	86648
ENST00000518632.2	928	34059	33131
ENST00000367322.6	199	15078	14879
ENST00000449640.5	46304	92783	46479
ENST00000274547.7	5655	259740	254085
ENST00000639688.1	16593	38520	21927
ENST00000681239.1	25438	51919	26481
ENST00000398960.7	45281	139712	94431
ENST00000518635.2	0	697	697
ENST00000367324.8	197	47492	47295
ENST00000449641.6	6169	11686	5517
ENST00000274565.5	61	3509	3448
ENST00000639689.1	5234	14045	8811
ENST00000681240.1	126	892	766
ENST00000563391.1	8805	10853	2048
ENST00000518641.1	0	2680	2680
ENST00000398969.8	0	92816	92816
ENST00000367326.1	133799	134077	278
ENST00000449647.5	11008	63003	51995
ENST00000274569.9	23	12081	12058
ENST00000681241.1	46603	177399	130796
ENST00000639690.1	22098	22204	106
ENST00000518642.5	6302	104515	98213
ENST00000367330.6	894	19695	18801
ENST00000449649.1	25214	36474	11260
ENST00000274576.9	163	103374	103211
ENST00000639691.1	212833	306334	93501
ENST00000398970.5	2957	36037	33080
ENST00000681242.1	12732	34100	21368
ENST00000518644.5	6380	9123	2743
ENST00000449651.5	119085	164655	45570
ENST00000274599.10	1028	10564	9536
ENST00000639698.1	0	43698	43698
ENST00000367332.5	893	19703	18810
ENST00000681243.1	9531	26925	17394
ENST00000518648.1	0	40799	40799
ENST00000398975.6	0	30681	30681
ENST00000274605.6	6052	10094	4042
ENST00000449653.5	107	6822	6715
ENST00000639704.1	406	6182	5776
ENST00000367333.6	894	19695	18801
ENST00000681246.1	258	5226	4968
ENST00000563392.5	27760	44914	17154
ENST00000518650.5	11	21899	21888
ENST00000398977.2	14732	15536	804
ENST00000449655.1	0	80	80
ENST00000274606.8	253	4809	4556
ENST00000367334.9	894	19695	18801
ENST00000639707.1	35948	143418	107470
ENST00000681247.1	282	56672	56390
ENST00000518651.5	52	10790	10738
ENST00000367335.7	79	27230	27151
ENST00000274609.5	244	196127	195883
ENST00000449662.6	155	4917	4762
ENST00000639713.1	0	21987	21987
ENST00000398978.8	518	157248	156730
ENST00000681248.1	1401	25792	24391
ENST00000518656.5	71	12166	12095
ENST00000639715.1	20901	55187	34286
ENST00000449676.5	18239	40302	22063
ENST00000274625.6	553	37771	37218
ENST00000367338.7	322	78346	78024
ENST00000563393.1	5287	6198	911
ENST00000398979.7	1538	6129	4591
ENST00000681249.1	963	49869	48906
ENST00000518659.6	305809	1292071	986262
ENST00000274629.9	4036	11346	7310
ENST00000367339.7	3557	8741	5184
ENST00000449677.1	111	67987	67876
ENST00000639716.1	2065	156045	153980
ENST00000518661.5	0	442	442
ENST00000681250.1	24857	69817	44960
ENST00000398982.6	0	40830	40830
ENST00000367341.6	1799	7871	6072
ENST00000449682.3	84	6901	6817
ENST00000274643.9	7667	86810	79143
ENST00000639722.1	30	3748	3718
ENST00000518663.2	0	100484	100484
ENST00000681251.1	37	136720	136683
ENST00000563402.1	131	4370	4239
ENST00000449683.5	140	8241	8101
ENST00000367342.8	158	24306	24148
ENST00000398984.6	165	17358	17193
ENST00000639724.1	207	29862	29655
ENST00000274673.8	332	10565	10233
ENST00000518665.6	46208	54075	7867
ENST00000681253.1	2906	53477	50571
ENST00000367350.5	1891	72138	70247
ENST00000639725.1	3869	141199	137330
ENST00000449692.3	652	3095	2443
ENST00000274680.9	107058	511260	404202
ENST00000398988.7	105521	152189	46668
ENST00000518666.5	9616	11249	1633
ENST00000563404.1	28222	43505	15283
ENST00000681254.1	118	10287	10169
ENST00000274695.8	11894	698302	686408
ENST00000367351.4	59	6146	6087
ENST00000639730.1	32	302845	302813
ENST00000449699.5	87	31740	31653
ENST00000563405.1	0	2813	2813
ENST00000518668.5	0	69036	69036
ENST00000398989.2	0	934	934
ENST00000681255.1	2754	38014	35260
ENST00000367352.3	291	5550	5259
ENST00000274710.4	13633	48962	35329
ENST00000639738.1	766	53110	52344
ENST00000449704.5	0	1508	1508
ENST00000518671.5	966	13509	12543
ENST00000563410.1	24956	25272	316
ENST00000681256.1	38115	70361	32246
ENST00000398991.3	19406	42926	23520
ENST00000639739.2	10932	14134	3202
ENST00000274711.7	4092	7536	3444
ENST00000367353.2	2070	7438	5368
ENST00000449706.1	0	84	84
ENST00000563412.1	0	7795	7795
ENST00000681257.1	100	138442	138342
ENST00000398997.2	1608	6534	4926
ENST00000449707.5	426	23567	23141
ENST00000274712.8	14	5897	5883
ENST00000563413.5	3307	5097	1790
ENST00000518672.5	1519	83796	82277
ENST00000639756.1	19322	20238	916
ENST00000367357.3	0	15077	15077
ENST00000398998.1	3	42490	42487
ENST00000449710.5	6765	15994	9229
ENST00000274721.8	591	23236	22645
ENST00000681260.1	62999	89199	26200
ENST00000563414.5	9323	10834	1511
ENST00000399001.5	248	42506	42258
ENST00000449723.7	184	4164	3980
ENST00000367360.7	37	7129	7092
ENST00000274747.11	139	21953	21814
ENST00000639758.1	1225	119425	118200
ENST00000681261.1	17511	51338	33827
ENST00000563415.1	543	4588	4045
ENST00000274764.5	132	892	760
ENST00000449724.5	634	5868	5234
ENST00000367361.6	1364	6732	5368
ENST00000399002.7	296	157536	157240
ENST00000518676.5	11222	25317	14095
ENST00000681262.1	0	30141	30141
ENST00000563418.2	0	6735	6735
ENST00000639760.2	0	68384	68384
ENST00000367362.8	138	148112	147974
ENST00000274773.12	1245	12712	11467
ENST00000449726.6	351	51915	51564
ENST00000399004.7	1901	24266	22365
ENST00000518677.1	0	3027	3027
ENST00000681264.1	43661	69869	26208
ENST00000563422.5	32	7467	7435
ENST00000639767.2	9	2580	2571
ENST00000399006.6	27642	34225	6583
ENST00000449729.5	8702	9210	508
ENST00000367363.3	3	3080	3077
ENST00000274787.3	69	1059	990
ENST00000518678.1	0	10548	10548
ENST00000563425.2	113	14371	14258
ENST00000681265.1	6759	30944	24185
ENST00000639770.1	0	63486	63486
ENST00000399010.5	13968	25569	11601
ENST00000449731.1	0	1254	1254
ENST00000367364.5	172	53390	53218
ENST00000274793.12	362	20002	19640
ENST00000681266.1	5900	34557	28657
ENST00000563428.5	3519	4667	1148
ENST00000518679.5	782	43153	42371
ENST00000274811.9	2319	7046	4727
ENST00000399012.6	7866	23973	16107
ENST00000449732.6	55987	119185	63198
ENST00000563439.5	3673	4658	985
ENST00000518681.6	7953	17680	9727
ENST00000681267.1	4477	20366	15889
ENST00000639776.1	246	29868	29622
ENST00000367367.8	174	98341	98167
ENST00000274813.4	1371	31344	29973
ENST00000449733.7	14284	66716	52432
ENST00000399017.6	5662	126005	120343
ENST00000681268.1	5238	23163	17925
ENST00000563445.5	21980	23503	1523
ENST00000518684.1	9265	18922	9657
ENST00000639783.1	14	4595	4581
ENST00000367368.3	2177	24553	22376
ENST00000274849.3	30	2502	2472
ENST00000399022.9	3330	78509	75179
ENST00000449735.1	0	726	726
ENST00000681269.1	621	9724	9103
ENST00000518685.6	3	8373	8370
ENST00000367375.8	137	3928	3791
ENST00000639784.1	0	14022	14022
ENST00000449739.6	9280	13954	4674
ENST00000399026.1	0	5600	5600
ENST00000274853.8	883	11465	10582
ENST00000681271.1	5258	25636	20378
ENST00000518689.5	0	13931	13931
ENST00000563454.5	1562	6622	5060
ENST00000367378.6	458	53606	53148
ENST00000399032.2	5461	10011	4550
ENST00000449740.6	92	27652	27560
ENST00000274867.9	63927	112838	48911
ENST00000681272.1	486	16062	15576
ENST00000518690.5	0	3516	3516
ENST00000639785.2	70522	104748	34226
ENST00000367379.6	812	70140	69328
ENST00000399033.8	82	33276	33194
ENST00000449742.7	2029	10351	8322
ENST00000274891.10	822	8906	8084
ENST00000681273.1	544	172714	172170
ENST00000518696.5	29907	49828	19921
ENST00000367380.9	33	53425	53392
ENST00000639794.1	7703	18406	10703
ENST00000399034.7	31959	104498	72539
ENST00000449743.1	0	2863	2863
ENST00000274897.9	113	248397	248284
ENST00000518698.6	58	488888	488830
ENST00000681274.1	83880	157097	73217
ENST00000563462.1	0	4229	4229
ENST00000367382.6	172	17779	17607
ENST00000399035.7	0	72859	72859
ENST00000449744.1	0	4534	4534
ENST00000274901.9	1292	145693	144401
ENST00000518699.4	1275	6107	4832
ENST00000639796.1	2018	12785	10767
ENST00000681275.1	469	16064	15595
ENST00000367383.5	75460	99719	24259
ENST00000399036.4	821	2883	2062
ENST00000449750.7	210	68409	68199
ENST00000274938.8	463	37703	37240
ENST00000518708.1	0	17004	17004
ENST00000681276.1	654	1024	370
ENST00000639807.1	23549	55590	32041
ENST00000367384.8	161	61560	61399
ENST00000399044.1	20	1843	1823
ENST00000449757.5	0	5634	5634
ENST00000274963.13	163	24454	24291
ENST00000518710.5	0	480	480
ENST00000563468.5	438	26661	26223
ENST00000681277.1	10830	13456	2626
ENST00000367385.9	75583	163418	87835
ENST00000639809.1	9978	20681	10703
ENST00000399050.10	29677	57388	27711
ENST00000518712.5	0	1487	1487
ENST00000274979.12	103	38415	38312
ENST00000681280.1	363	6502	6139
ENST00000449758.6	602	5277	4675
ENST00000274990.4	144	3611	3467
ENST00000399052.8	368	7128	6760
ENST00000367387.6	452	13070	12618
ENST00000681281.1	3056	10376	7320
ENST00000639810.3	3	2574	2571
ENST00000518714.5	445	25581	25136
ENST00000449759.2	15919	35016	19097
ENST00000563474.2	0	17207	17207
ENST00000399054.6	66	10036	9970
ENST00000275015.9	1056	9091	8035
ENST00000681282.1	33	6076	6043
ENST00000449762.6	232	25568	25336
ENST00000639811.1	9	14602	14593
ENST00000399061.3	5008	9524	4516
ENST00000275016.3	789	104397	103608
ENST00000367388.4	526	1165	639
ENST00000681283.1	119	85720	85601
ENST00000449767.5	17753	104440	86687
ENST00000563478.5	0	18101	18101
ENST00000399066.7	727	70739	70012
ENST00000367390.7	27	17909	17882
ENST00000275034.5	6277	149072	142795
ENST00000639812.1	21376	59115	37739
ENST00000449768.2	127	9408	9281
ENST00000681285.1	1344	144898	143554
ENST00000518717.1	0	466	466
ENST00000399069.8	142	67269	67127
ENST00000367391.5	41	20438	20397
ENST00000275036.11	471	33540	33069
ENST00000681288.1	406	123196	122790
ENST00000449771.7	3207	26934	23727
ENST00000639820.1	31004	49848	18844
ENST00000518718.1	0	4687	4687
ENST00000399075.6	3919	8621	4702
ENST00000367393.8	20	5019	4999
ENST00000275053.8	4648	144021	139373
ENST00000563479.5	35	12668	12633
ENST00000449777.5	37	26564	26527
ENST00000681290.1	1659	335079	333420
ENST00000518720.5	0	21968	21968
ENST00000399079.7	772	7808	7036
ENST00000367396.7	729	224162	223433
ENST00000275072.5	90	17506	17416
ENST00000639821.1	36235	235172	198937
ENST00000449784.5	6864	7186	322
ENST00000681291.1	127035	158444	31409
ENST00000518721.6	2630	353197	350567
ENST00000399080.3	228	11310	11082
ENST00000275080.11	2336	16407	14071
ENST00000367397.1	7857	26864	19007
ENST00000639823.1	200	753787	753587
ENST00000449785.5	0	5977	5977
ENST00000518725.5	13	17630	17617
ENST00000681292.1	47789	62611	14822
ENST00000399082.7	772	7539	6767
ENST00000367399.6	0	213335	213335
ENST00000275159.11	1280	258797	257517
ENST00000563480.6	4304	7887	3583
ENST00000449787.6	106	2184	2078
ENST00000518727.5	0	728	728
ENST00000681294.1	124	19259	19135
ENST00000399084.5	772	7918	7146
ENST00000367400.8	161	213830	213669
ENST00000639824.1	471	5070	4599
ENST00000275162.10	1543	68499	66956
ENST00000518730.5	19402	50755	31353
ENST00000449792.5	261	20042	19781
ENST00000681295.1	822	40981	40159
ENST00000399098.5	211	7094	6883
ENST00000367402.6	4999	15486	10487
ENST00000275169.5	802	2972	2170
ENST00000518733.1	0	2392	2392
ENST00000449793.6	1063	23881	22818
ENST00000639828.2	184	11211	11027
ENST00000681299.1	0	1099	1099
ENST00000399100.6	57	109535	109478
ENST00000367404.8	204	20573	20369
ENST00000275191.2	131	1965	1834
ENST00000518734.5	87	55636	55549
ENST00000449795.5	0	3056	3056
ENST00000681301.1	4778	210003	205225
ENST00000399102.5	211	7539	7328
ENST00000367405.5	5680	49508	43828
ENST00000639835.1	783	26722	25939
ENST00000275198.1	0	2068	2068
ENST00000518738.2	19754	48795	29041
ENST00000449796.6	1126	190536	189410
ENST00000563486.1	0	2508	2508
ENST00000681302.1	0	8712	8712
ENST00000399103.5	211	7539	7328
ENST00000367409.9	200	72713	72513
ENST00000275200.2	21	2071	2050
ENST00000518742.1	0	8455	8455
ENST00000449797.5	0	129165	129165
ENST00000639838.1	6	5731	5725
ENST00000681303.1	1044	50584	49540
ENST00000399107.6	10704	27558	16854
ENST00000367411.7	166	45137	44971
ENST00000275216.3	1675	3707	2032
ENST00000449801.5	0	312	312
ENST00000518747.1	0	3312	3312
ENST00000681304.1	629	1261	632
ENST00000399113.7	0	130973	130973
ENST00000367412.2	640	30453	29813
ENST00000275227.9	903	30440	29537
ENST00000639840.1	0	17965	17965
ENST00000518748.5	2990	33609	30619
ENST00000449802.5	1506	210500	208994
ENST00000563491.5	33309	36263	2954
ENST00000681305.1	1364	144056	142692
ENST00000399120.5	3057	189860	186803
ENST00000367415.8	143	16144	16001
ENST00000275230.6	3577	66745	63168
ENST00000449803.6	114584	212020	97436
ENST00000681306.1	137	34329	34192
ENST00000399121.9	162619	293435	130816
ENST00000367416.6	137	32110	31973
ENST00000518752.1	0	67215	67215
ENST00000639841.1	0	1152	1152
ENST00000275233.12	1887	75535	73648
ENST00000449804.4	45	3542	3497
ENST00000681308.1	37211	63140	25929
ENST00000399126.1	217	480035	479818
ENST00000367419.10	40	25442	25402
ENST00000518753.5	0	266	266
ENST00000275235.8	25	274915	274890
ENST00000639843.1	0	1703	1703
ENST00000449810.5	567	5189	4622
ENST00000563494.5	4008	18901	14893
ENST00000681310.1	169	142143	141974
ENST00000399127.5	217	480045	479828
ENST00000518759.5	12	109170	109158
ENST00000367421.5	125	16380	16255
ENST00000275246.11	23950	42347	18397
ENST00000449811.5	0	9621	9621
ENST00000399132.6	8672	495220	486548
ENST00000367424.4	64	13023	12959
ENST00000639845.1	540	19600	19060
ENST00000681311.1	119	68418	68299
ENST00000275262.11	551	151032	150481
ENST00000449814.1	0	144	144
ENST00000518760.5	0	17446	17446
ENST00000399133.2	106	3057	2951
ENST00000681312.1	1308	10484	9176
ENST00000563496.2	1553	15763	14210
ENST00000275275.9	39	559	520
ENST00000639847.1	4412	6312	1900
ENST00000449820.5	152257	184820	32563
ENST00000367425.9	47	19654	19607
ENST00000399134.5	3160	11361	8201
ENST00000681313.1	5626	13325	7699
ENST00000275300.3	42	104332	104290
ENST00000449821.1	437	34054	33617
ENST00000399135.6	358	1790	1432
ENST00000367427.7	74	14705	14631
ENST00000639849.1	37532	52671	15139
ENST00000681314.1	23902	44294	20392
ENST00000275358.8	301	77572	77271
ENST00000518761.8	0	14333	14333
ENST00000399136.5	358	1790	1432
ENST00000449822.5	707	23676	22969
ENST00000367429.9	75	98938	98863
ENST00000563498.1	308	1004	696
ENST00000681316.1	47	39027	38980
ENST00000275364.8	3079	117195	114116
ENST00000518766.5	48	33659	33611
ENST00000639850.1	16666	69650	52984
ENST00000449825.5	2001	38123	36122
ENST00000399137.5	358	1790	1432
ENST00000367433.9	2448	385836	383388
ENST00000681317.1	486	198781	198295
ENST00000275418.13	3213	100996	97783
ENST00000518767.5	0	66232	66232
ENST00000449836.5	7619	11436	3817
ENST00000399138.5	416	25743	25327
ENST00000367434.5	1567	4097	2530
ENST00000681318.1	11143	25179	14036
ENST00000639852.1	0	17300	17300
ENST00000275428.9	474	8648	8174
ENST00000518770.1	433	983	550
ENST00000399139.5	358	1790	1432
ENST00000449844.6	162	26521	26359
ENST00000367435.5	170	130254	130084
ENST00000563499.1	4713	5485	772
ENST00000681320.1	336	39800	39464
ENST00000275461.3	83	1077	994
ENST00000518775.5	4617	17407	12790
ENST00000639853.1	0	134198	134198
ENST00000399143.9	177	144686	144509
ENST00000449846.5	20	64682	64662
ENST00000367439.8	158	9400	9242
ENST00000681322.1	20186	78347	58161
ENST00000518778.5	451	4875	4424
ENST00000275493.7	261	190199	189938
ENST00000449850.2	4452	68994	64542
ENST00000399147.8	3	15855	15852
ENST00000367440.3	160	9661	9501
ENST00000639857.2	205	88658	88453
ENST00000681323.1	0	23717	23717
ENST00000518783.1	27	321782	321755
ENST00000275517.8	1657	7275	5618
ENST00000449862.7	2338	22221	19883
ENST00000399150.7	108	12834	12726
ENST00000367441.1	39	17318	17279
ENST00000563500.5	10	40501	40491
ENST00000518784.5	282	22767	22485
ENST00000681324.1	0	23176	23176
ENST00000275525.8	165	5373	5208
ENST00000639862.2	143	64913	64770
ENST00000449864.5	0	216	216
ENST00000399151.3	199	135891	135692
ENST00000367443.5	8998	26487	17489
ENST00000518785.1	1387	2391	1004
ENST00000681325.1	594	17344	16750
ENST00000275532.8	180	11061	10881
ENST00000449866.2	0	566	566
ENST00000399157.8	0	47881	47881
ENST00000367444.7	8998	33191	24193
ENST00000639873.1	0	505	505
ENST00000518789.5	71	36611	36540
ENST00000681327.1	22281	50863	28582
ENST00000275560.4	725	16817	16092
ENST00000449873.5	1688	32064	30376
ENST00000399161.8	2746	194185	191439
ENST00000367445.7	8998	33204	24206
ENST00000563504.5	118	15964	15846
ENST00000275569.8	8197	16420	8223
ENST00000681328.1	47	39012	38965
ENST00000639875.1	1486	60572	59086
ENST00000518791.6	220	6731	6511
ENST00000399162.2	0	65512	65512
ENST00000449878.1	0	6041	6041
ENST00000367446.7	9021	26300	17279
ENST00000275575.11	41355	158043	116688
ENST00000518793.6	751	1032	281
ENST00000681330.1	3552	3826	274
ENST00000449879.6	7628	28566	20938
ENST00000399163.6	2782	17640	14858
ENST00000639876.2	206	41937	41731
ENST00000367448.5	1941	41822	39881
ENST00000275603.9	84	12896	12812
ENST00000518797.6	4633	11245	6612
ENST00000681333.1	19323	37221	17898
ENST00000399165.8	0	65659	65659
ENST00000449880.7	3245	41469	38224
ENST00000367449.5	410	41792	41382
ENST00000563507.5	769	2827	2058
ENST00000639877.1	1787	139117	137330
ENST00000275605.8	701	10818	10117
ENST00000518799.1	0	15707	15707
ENST00000681334.1	473	72408	71935
ENST00000449886.5	27504	30304	2800
ENST00000399167.6	2837	17715	14878
ENST00000367450.7	251	44285	44034
ENST00000518800.5	0	39926	39926
ENST00000275607.13	8813	16017	7204
ENST00000681335.1	543	18022	17479
ENST00000449889.5	0	5348	5348
ENST00000399169.8	83	68155	68072
ENST00000639878.1	30	198403	198373
ENST00000367451.8	192	44151	43959
ENST00000518801.5	1072	4905	3833
ENST00000275635.11	5970	15451	9481
ENST00000681336.1	126	889	763
ENST00000449891.5	6094	63761	57667
ENST00000399173.5	625	13200	12575
ENST00000367454.6	4100	47979	43879
ENST00000563510.5	14020	16332	2312
ENST00000639879.1	12	9998	9986
ENST00000275699.4	5445	29675	24230
ENST00000681337.1	4465	20354	15889
ENST00000518802.5	374	53672	53298
ENST00000399177.7	0	79775	79775
ENST00000449896.2	31358	42046	10688
ENST00000367455.8	4104	47986	43882
ENST00000275732.5	2215	11812	9597
ENST00000681338.1	100	32598	32498
ENST00000449906.5	6485	6777	292
ENST00000399179.6	15479	58922	43443
ENST00000639880.1	5635	7035	1400
ENST00000275763.10	1421	66382	64961
ENST00000563513.1	2688	8642	5954
ENST00000681339.1	47	38926	38879
ENST00000399182.5	4662	35865	31203
ENST00000449907.8	2181	31644	29463
ENST00000367456.5	48946	90737	41791
ENST00000639885.1	0	22902	22902
ENST00000275764.3	0	27491	27491
ENST00000681340.1	6004	211381	205377
ENST00000399187.6	4737	45363	40626
ENST00000449909.7	175	180892	180717
ENST00000518804.5	11648	16094	4446
ENST00000367459.8	20	4168	4148
ENST00000563517.5	282	5663	5381
ENST00000681343.1	5366	48559	43193
ENST00000275766.2	841	11206	10365
ENST00000399191.3	81	3070	2989
ENST00000449910.6	101	13776	13675
ENST00000639888.1	9331	20034	10703
ENST00000518805.5	4404	52829	48425
ENST00000367460.4	176	26789	26613
ENST00000275767.3	16370	17478	1108
ENST00000399199.7	883	11465	10582
ENST00000449912.6	2121	171165	169044
ENST00000681344.1	36023	84932	48909
ENST00000518809.5	0	29037	29037
ENST00000367462.5	363	359523	359160
ENST00000639893.2	333	63649	63316
ENST00000275815.4	331	20586	20255
ENST00000399200.7	1372	31193	29821
ENST00000449913.6	196	82539	82343
ENST00000681345.1	21702	31399	9697
ENST00000518817.1	0	580	580
ENST00000367463.5	401	328293	327892
ENST00000563522.5	22974	31963	8989
ENST00000639895.1	9331	20034	10703
ENST00000275820.4	26	22557	22531
ENST00000449918.1	0	38110	38110
ENST00000399201.5	76	14541	14465
ENST00000681346.1	247	34810	34563
ENST00000367466.4	25406	161786	136380
ENST00000518823.5	0	48059	48059
ENST00000399202.8	0	29777	29777
ENST00000275838.5	417	12715	12298
ENST00000449920.5	32841	33197	356
ENST00000681348.1	37	5182	5145
ENST00000367467.8	230	209438	209208
ENST00000518824.5	0	13944	13944
ENST00000639900.1	33343	55959	22616
ENST00000275857.10	2542	263631	261089
ENST00000399205.5	76	14541	14465
ENST00000449924.6	606	97743	97137
ENST00000681350.1	4130	4500	370
ENST00000518825.5	2	154402	154400
ENST00000367468.10	2565	10301	7736
ENST00000563523.5	0	15936	15936
ENST00000639902.1	1225	119600	118375
ENST00000399207.5	64	16105	16041
ENST00000449926.5	620	52442	51822
ENST00000275884.10	290	86986	86696
ENST00000681351.1	5943	23968	18025
ENST00000518826.3	26	2302	2276
ENST00000367470.8	3948	44516	40568
ENST00000275954.4	3241	30494	27253
ENST00000399208.6	76	16117	16041
ENST00000449930.5	1510	10386	8876
ENST00000681354.1	89	115627	115538
ENST00000518827.1	3150	4544	1394
ENST00000639912.1	3388	121588	118200
